,index,open,high,low,close,volume,value
62,2022-04-27 05:05:00,48781000.0,48795000.0,48491000.0,48500000.0,17.29710617,841032342.23237
63,2022-04-27 05:10:00,48510000.0,48516000.0,48300000.0,48307000.0,48.05905832,2326087830.60809
64,2022-04-27 05:15:00,48307000.0,48662000.0,48300000.0,48628000.0,15.38775355,746362648.40511
65,2022-04-27 05:20:00,48649000.0,48676000.0,48490000.0,48550000.0,12.80597592,622217904.26869
66,2022-04-27 05:25:00,48550000.0,48564000.0,48500000.0,48527000.0,12.15289998,589760365.72832
67,2022-04-27 05:30:00,48536000.0,48701000.0,48501000.0,48697000.0,6.8316818,331766803.92253
68,2022-04-27 05:35:00,48695000.0,48790000.0,48650000.0,48673000.0,14.11315701,687428597.10106
69,2022-04-27 05:40:00,48673000.0,48738000.0,48589000.0,48649000.0,10.91957384,531529614.39753
70,2022-04-27 05:45:00,48649000.0,48700000.0,48599000.0,48635000.0,7.51966362,365774068.9782
71,2022-04-27 05:50:00,48635000.0,48659000.0,48508000.0,48513000.0,17.36174526,843636347.52958
72,2022-04-27 05:55:00,48514000.0,48650000.0,48514000.0,48641000.0,10.93075552,531403906.62296
73,2022-04-27 06:00:00,48650000.0,48650000.0,48569000.0,48571000.0,9.55226095,464411968.83348
74,2022-04-27 06:05:00,48571000.0,48800000.0,48547000.0,48781000.0,16.98671193,825882349.53512
75,2022-04-27 06:10:00,48781000.0,48946000.0,48781000.0,48851000.0,17.8359228,871226457.50046
76,2022-04-27 06:15:00,48900000.0,48900000.0,48850000.0,48877000.0,7.12927859,348379890.39656
77,2022-04-27 06:20:00,48877000.0,48878000.0,48837000.0,48878000.0,8.54361497,417459335.40821
78,2022-04-27 06:25:00,48877000.0,48941000.0,48856000.0,48940000.0,7.5123781,367234054.51549
79,2022-04-27 06:30:00,48940000.0,48992000.0,48889000.0,48941000.0,14.41007701,705402746.19531
80,2022-04-27 06:35:00,48941000.0,48946000.0,48854000.0,48930000.0,17.7573165,867919923.70337
81,2022-04-27 06:40:00,48930000.0,48950000.0,48898000.0,48950000.0,7.69783689,376562802.69649
82,2022-04-27 06:45:00,48939000.0,49039000.0,48933000.0,48988000.0,15.95368337,781586979.67557
83,2022-04-27 06:50:00,48988000.0,49032000.0,48972000.0,49017000.0,8.13319692,398525778.13835
84,2022-04-27 06:55:00,49017000.0,49030000.0,48938000.0,48963000.0,15.36165843,752418310.2001
85,2022-04-27 07:00:00,48963000.0,48963000.0,48901000.0,48961000.0,8.18693014,400633033.49491
86,2022-04-27 07:05:00,48952000.0,49031000.0,48952000.0,49017000.0,9.78420908,479356788.04962
87,2022-04-27 07:10:00,49019000.0,49079000.0,49017000.0,49061000.0,9.87808544,484353777.25605
88,2022-04-27 07:15:00,49061000.0,49072000.0,49022000.0,49024000.0,9.03232739,442965532.12585
89,2022-04-27 07:20:00,49026000.0,49029000.0,49020000.0,49025000.0,9.18978001,450537347.0849
90,2022-04-27 07:25:00,49026000.0,49040000.0,49022000.0,49040000.0,6.01639772,294988806.92415
91,2022-04-27 07:30:00,49040000.0,49106000.0,49025000.0,49029000.0,16.36773798,803353699.25849
92,2022-04-27 07:35:00,49029000.0,49072000.0,49025000.0,49069000.0,19.93227841,977296724.53951
93,2022-04-27 07:40:00,49072000.0,49072000.0,48898000.0,48898000.0,21.71351971,1063760132.45004
94,2022-04-27 07:45:00,48899000.0,48988000.0,48854000.0,48972000.0,27.82465807,1360636161.39462
95,2022-04-27 07:50:00,48972000.0,48983000.0,48864000.0,48868000.0,8.5954791,420576094.71719
96,2022-04-27 07:55:00,48865000.0,48882000.0,48844000.0,48850000.0,11.54674796,564070727.44421
97,2022-04-27 08:00:00,48850000.0,48850000.0,48818000.0,48819000.0,11.38656575,556070010.96863
98,2022-04-27 08:05:00,48819000.0,48819000.0,48721000.0,48729000.0,18.5469156,904109371.02191
99,2022-04-27 08:10:00,48729000.0,48730000.0,48552000.0,48585000.0,32.81836724,1596474149.87223
100,2022-04-27 08:15:00,48586000.0,48684000.0,48423000.0,48424000.0,47.23396662,2293026903.93293
101,2022-04-27 08:20:00,48456000.0,48883000.0,48424000.0,48764000.0,43.94917846,2137978282.09999
102,2022-04-27 08:25:00,48764000.0,48764000.0,48681000.0,48700000.0,14.40126168,701547781.04956
103,2022-04-27 08:30:00,48683000.0,48900000.0,48643000.0,48880000.0,33.09367972,1612028117.86752
104,2022-04-27 08:35:00,48877000.0,48900000.0,48700000.0,48878000.0,16.87399578,823461054.04695
105,2022-04-27 08:40:00,48830000.0,48877000.0,48791000.0,48791000.0,10.82484538,528545247.87596
106,2022-04-27 08:45:00,48798000.0,48820000.0,48745000.0,48782000.0,9.99858812,487674588.58918
107,2022-04-27 08:50:00,48781000.0,48820000.0,48700000.0,48759000.0,10.26099154,500483960.17691
108,2022-04-27 08:55:00,48702000.0,48800000.0,48695000.0,48777000.0,25.97580499,1265719521.78194
109,2022-04-27 09:00:00,48718000.0,48878000.0,48695000.0,48878000.0,29.25437122,1426360697.18405
110,2022-04-27 09:05:00,48828000.0,48900000.0,48827000.0,48870000.0,21.25042649,1038048909.08156
111,2022-04-27 09:10:00,48875000.0,48980000.0,48850000.0,48898000.0,17.30063454,846336174.38049
112,2022-04-27 09:15:00,48891000.0,48960000.0,48858000.0,48891000.0,11.89991081,581989117.1814
113,2022-04-27 09:20:00,48891000.0,48905000.0,48859000.0,48878000.0,7.89478931,385894521.42432
114,2022-04-27 09:25:00,48878000.0,48904000.0,48859000.0,48904000.0,10.44740162,510631999.25627
115,2022-04-27 09:30:00,48903000.0,48945000.0,48903000.0,48930000.0,10.21113593,499512509.95461
116,2022-04-27 09:35:00,48945000.0,49003000.0,48933000.0,48972000.0,40.22975536,1970395148.80864
117,2022-04-27 09:40:00,48955000.0,48970000.0,48716000.0,48716000.0,23.03906356,1125073933.40878
118,2022-04-27 09:45:00,48716000.0,48892000.0,48568000.0,48889000.0,21.13322707,1028432892.17111
119,2022-04-27 09:50:00,48886000.0,48975000.0,48838000.0,48838000.0,20.38854857,997110519.0858
120,2022-04-27 09:55:00,48838000.0,48890000.0,48838000.0,48846000.0,8.26505561,403782248.19557
121,2022-04-27 10:00:00,48846000.0,49068000.0,48845000.0,48965000.0,79.15682803,3878841618.62805
122,2022-04-27 10:05:00,48977000.0,49014000.0,48901000.0,48999000.0,17.63989588,863791893.09819
123,2022-04-27 10:10:00,48998000.0,49024000.0,48950000.0,49015000.0,19.12026678,936940119.22312
124,2022-04-27 10:15:00,49023000.0,49069000.0,49000000.0,49066000.0,16.59315489,813661713.49165
125,2022-04-27 10:20:00,49066000.0,49066000.0,48979000.0,49000000.0,15.45664159,758045754.75925
126,2022-04-27 10:25:00,48979000.0,49032000.0,48973000.0,49000000.0,18.00085507,882107193.73626
127,2022-04-27 10:30:00,49001000.0,49030000.0,48970000.0,49008000.0,13.4012029,656768638.09918
128,2022-04-27 10:35:00,49008000.0,49030000.0,48969000.0,49030000.0,17.2802697,846735693.90965
129,2022-04-27 10:40:00,49024000.0,49030000.0,48969000.0,48972000.0,13.22769742,647971255.4975
130,2022-04-27 10:45:00,48972000.0,49001000.0,48914000.0,48924000.0,15.71887809,769648772.72104
131,2022-04-27 10:50:00,48924000.0,49000000.0,48901000.0,48937000.0,16.29531068,797480571.6231
132,2022-04-27 10:55:00,48937000.0,49000000.0,48937000.0,48978000.0,9.97826595,488672433.3682
133,2022-04-27 11:00:00,48997000.0,48997000.0,48962000.0,48995000.0,9.81048478,480411645.08488
134,2022-04-27 11:05:00,48963000.0,48999000.0,48963000.0,48998000.0,10.9227469,535071108.48742
135,2022-04-27 11:10:00,48999000.0,49018000.0,48998000.0,49018000.0,13.56093199,664543850.12343
136,2022-04-27 11:15:00,49018000.0,49030000.0,49011000.0,49012000.0,15.004965,735557870.41877
137,2022-04-27 11:20:00,49013000.0,49013000.0,48963000.0,48966000.0,11.22293847,549895060.50704
138,2022-04-27 11:25:00,48992000.0,49063000.0,48966000.0,49010000.0,10.16629676,498254209.98775
139,2022-04-27 11:30:00,49047000.0,49048000.0,48978000.0,48986000.0,14.29322621,700409305.11584
140,2022-04-27 11:35:00,48986000.0,49041000.0,48976000.0,49000000.0,10.03780036,491815417.37905
141,2022-04-27 11:40:00,49024000.0,49025000.0,48971000.0,49009000.0,7.73749427,379179593.36068
142,2022-04-27 11:45:00,49009000.0,49022000.0,48962000.0,49017000.0,15.2517268,747338727.93256
143,2022-04-27 11:50:00,48963000.0,49022000.0,48961000.0,49006000.0,9.56607435,468586080.45949
144,2022-04-27 11:55:00,49006000.0,49006000.0,48981000.0,48999000.0,5.85086091,286658438.39006
145,2022-04-27 12:00:00,48999000.0,49024000.0,48990000.0,48990000.0,8.37382596,410383730.90806
146,2022-04-27 12:05:00,48991000.0,49018000.0,48958000.0,48993000.0,12.3339917,604162842.79562
147,2022-04-27 12:10:00,48991000.0,49025000.0,48960000.0,49018000.0,7.28389232,356913782.34108
148,2022-04-27 12:15:00,49018000.0,49025000.0,48960000.0,48999000.0,10.90816928,534442681.89825
149,2022-04-27 12:20:00,48999000.0,49003000.0,48966000.0,48968000.0,3.71444219,181947638.69024
150,2022-04-27 12:25:00,48969000.0,49005000.0,48966000.0,49001000.0,7.15620566,350606453.44143
151,2022-04-27 12:30:00,49000000.0,49010000.0,48950000.0,48958000.0,8.67684668,424892497.31186
152,2022-04-27 12:35:00,48950000.0,49001000.0,48950000.0,48996000.0,6.38212636,312543704.33378
153,2022-04-27 12:40:00,48995000.0,48998000.0,48915000.0,48920000.0,9.69341083,474486726.84113
154,2022-04-27 12:45:00,48920000.0,48925000.0,48850000.0,48855000.0,21.82373364,1066737732.25557
155,2022-04-27 12:50:00,48855000.0,48855000.0,48825000.0,48828000.0,12.16774126,594280596.6465
156,2022-04-27 12:55:00,48825000.0,48828000.0,48774000.0,48776000.0,14.06571596,686387538.25961
157,2022-04-27 13:00:00,48777000.0,48831000.0,48776000.0,48831000.0,7.09647563,346229919.08327
158,2022-04-27 13:05:00,48835000.0,48889000.0,48826000.0,48877000.0,4.57260363,223387111.45567
159,2022-04-27 13:10:00,48868000.0,48940000.0,48868000.0,48929000.0,6.27212913,306766699.49049
160,2022-04-27 13:15:00,48929000.0,48962000.0,48928000.0,48962000.0,3.80012127,185983152.18662
161,2022-04-27 13:20:00,48962000.0,48989000.0,48909000.0,48912000.0,5.42771003,265661103.39054
162,2022-04-27 13:25:00,48912000.0,48929000.0,48907000.0,48929000.0,3.52593565,172477388.84663
163,2022-04-27 13:30:00,48929000.0,48985000.0,48928000.0,48954000.0,5.90888823,289267143.00586
164,2022-04-27 13:35:00,48970000.0,48985000.0,48936000.0,48939000.0,4.00786462,196184712.90575
165,2022-04-27 13:40:00,48939000.0,48983000.0,48920000.0,48960000.0,5.51661774,269982160.74125
166,2022-04-27 13:45:00,48960000.0,48976000.0,48927000.0,48927000.0,4.44880362,217758184.95573
167,2022-04-27 13:50:00,48929000.0,48929000.0,48887000.0,48899000.0,7.15290566,349827189.45899
168,2022-04-27 13:55:00,48891000.0,48909000.0,48860000.0,48860000.0,7.80717594,381658155.37895
169,2022-04-27 14:00:00,48887000.0,48900000.0,48859000.0,48886000.0,5.833238,285152387.15199
170,2022-04-27 14:05:00,48886000.0,48909000.0,48868000.0,48909000.0,4.15993354,203429464.10155
171,2022-04-27 14:10:00,48908000.0,48958000.0,48889000.0,48957000.0,3.49661856,170998981.54024
172,2022-04-27 14:15:00,48957000.0,48989000.0,48957000.0,48967000.0,6.48616343,317652502.70541
173,2022-04-27 14:20:00,48967000.0,48979000.0,48957000.0,48957000.0,5.82634298,285296310.54493
174,2022-04-27 14:25:00,48957000.0,48973000.0,48930000.0,48946000.0,2.93990939,143894631.85497
175,2022-04-27 14:30:00,48946000.0,49001000.0,48941000.0,48941000.0,9.62452626,471465865.24914
176,2022-04-27 14:35:00,48941000.0,49001000.0,48934000.0,48966000.0,4.79409935,234749917.78186
177,2022-04-27 14:40:00,48965000.0,48989000.0,48934000.0,48989000.0,4.8038699,235193673.95594
178,2022-04-27 14:45:00,48986000.0,48990000.0,48940000.0,48953000.0,10.7473063,526372013.93601
179,2022-04-27 14:50:00,48953000.0,48955000.0,48941000.0,48949000.0,3.89490725,190651337.51851
180,2022-04-27 14:55:00,48949000.0,48990000.0,48936000.0,48950000.0,8.82360311,432079414.81414
181,2022-04-27 15:00:00,48950000.0,48964000.0,48910000.0,48910000.0,7.20994285,352773258.39464
182,2022-04-27 15:05:00,48910000.0,48925000.0,48904000.0,48911000.0,7.17490123,350934114.05373
183,2022-04-27 15:10:00,48911000.0,48934000.0,48872000.0,48887000.0,7.92177262,387355480.84505
184,2022-04-27 15:15:00,48929000.0,48967000.0,48882000.0,48967000.0,6.10804715,298817441.01906
185,2022-04-27 15:20:00,48940000.0,48952000.0,48910000.0,48948000.0,6.27828509,307230045.46182
186,2022-04-27 15:25:00,48948000.0,48990000.0,48910000.0,48990000.0,16.24067037,795221602.4447
187,2022-04-27 15:30:00,48990000.0,49017000.0,48969000.0,49016000.0,23.87774263,1169874447.78691
188,2022-04-27 15:35:00,49017000.0,49043000.0,48990000.0,48991000.0,11.47222426,562387773.5701
189,2022-04-27 15:40:00,48991000.0,49042000.0,48970000.0,48981000.0,5.86099806,287125451.03401
190,2022-04-27 15:45:00,48980000.0,49100000.0,48973000.0,49099000.0,9.35749122,458925514.21637
191,2022-04-27 15:50:00,49100000.0,49210000.0,49073000.0,49187000.0,27.13076978,1334402988.32828
192,2022-04-27 15:55:00,49177000.0,49184000.0,49100000.0,49115000.0,15.28502165,750838249.46496
193,2022-04-27 16:00:00,49114000.0,49230000.0,49114000.0,49171000.0,11.73542512,577250395.63793
194,2022-04-27 16:05:00,49174000.0,49243000.0,49139000.0,49240000.0,11.44846181,563354023.43247
195,2022-04-27 16:10:00,49240000.0,49274000.0,49185000.0,49238000.0,16.1685305,795830926.56236
196,2022-04-27 16:15:00,49238000.0,49238000.0,49180000.0,49222000.0,10.49495268,516422651.25088
197,2022-04-27 16:20:00,49221000.0,49222000.0,49181000.0,49188000.0,7.88159967,387751186.01653
198,2022-04-27 16:25:00,49196000.0,49198000.0,49115000.0,49198000.0,10.03333584,493158770.245
199,2022-04-27 16:30:00,49198000.0,49221000.0,49154000.0,49216000.0,7.60714083,374242970.84978
200,2022-04-27 16:35:00,49198000.0,49298000.0,49192000.0,49297000.0,13.08966416,644449113.54024
201,2022-04-27 16:40:00,49282000.0,49383000.0,49281000.0,49334000.0,14.87022955,733556088.85552
202,2022-04-27 16:45:00,49333000.0,49367000.0,49261000.0,49285000.0,11.20435334,552527960.9588
203,2022-04-27 16:50:00,49285000.0,49412000.0,49285000.0,49412000.0,12.19498615,601687321.8973
204,2022-04-27 16:55:00,49413000.0,49600000.0,49400000.0,49597000.0,21.84282286,1080410797.2615
205,2022-04-27 17:00:00,49565000.0,49643000.0,49501000.0,49600000.0,19.97731453,990276701.59609
206,2022-04-27 17:05:00,49592000.0,49654000.0,49527000.0,49616000.0,15.56791012,772073883.33708
207,2022-04-27 17:10:00,49616000.0,49639000.0,49548000.0,49630000.0,15.68647841,778209901.25557
208,2022-04-27 17:15:00,49627000.0,49747000.0,49601000.0,49695000.0,23.36835443,1160986466.14828
209,2022-04-27 17:20:00,49694000.0,49723000.0,49664000.0,49665000.0,8.33167232,414043950.70571
210,2022-04-27 17:25:00,49665000.0,49665000.0,49527000.0,49556000.0,15.51677117,769506975.19087
211,2022-04-27 17:30:00,49530000.0,49556000.0,49354000.0,49446000.0,16.56044749,819181968.85394
212,2022-04-27 17:35:00,49446000.0,49470000.0,49421000.0,49445000.0,9.28110713,458908042.55904
213,2022-04-27 17:40:00,49444000.0,49570000.0,49444000.0,49511000.0,7.86169908,389082880.92933
214,2022-04-27 17:45:00,49555000.0,49555000.0,49371000.0,49399000.0,12.47949998,617054924.06395
215,2022-04-27 17:50:00,49399000.0,49438000.0,49274000.0,49438000.0,15.01794655,741316803.24252
216,2022-04-27 17:55:00,49435000.0,49600000.0,49394000.0,49565000.0,16.18169448,800948772.39836
217,2022-04-27 18:00:00,49537000.0,49579000.0,49526000.0,49579000.0,7.33501271,363533869.47236
218,2022-04-27 18:05:00,49579000.0,49613000.0,49398000.0,49398000.0,13.42194816,665287509.81758
219,2022-04-27 18:10:00,49396000.0,49499000.0,49369000.0,49410000.0,4.48004543,221417260.31628
220,2022-04-27 18:15:00,49412000.0,49455000.0,49400000.0,49448000.0,5.28336255,261163730.08329
221,2022-04-27 18:20:00,49448000.0,49600000.0,49410000.0,49540000.0,5.9621693,295076641.13927
222,2022-04-27 18:25:00,49540000.0,49600000.0,49500000.0,49541000.0,5.38901326,266984150.2796
223,2022-04-27 18:30:00,49541000.0,49585000.0,49500000.0,49500000.0,11.24058576,556600670.99804
224,2022-04-27 18:35:00,49500000.0,49589000.0,49500000.0,49585000.0,4.95463487,245363160.51943
225,2022-04-27 18:40:00,49559000.0,49583000.0,49516000.0,49568000.0,6.32402022,313399127.18769
226,2022-04-27 18:45:00,49568000.0,49600000.0,49520000.0,49588000.0,8.41420089,417167690.84884
227,2022-04-27 18:50:00,49587000.0,49600000.0,49568000.0,49568000.0,10.74805287,532895960.83265
228,2022-04-27 18:55:00,49568000.0,49654000.0,49568000.0,49640000.0,6.48326928,321723504.87884
229,2022-04-27 19:00:00,49641000.0,49641000.0,49560000.0,49568000.0,5.90049681,292674365.57135
230,2022-04-27 19:05:00,49568000.0,49602000.0,49517000.0,49548000.0,3.66104327,181417431.91486
231,2022-04-27 19:10:00,49548000.0,49584000.0,49548000.0,49584000.0,3.25997423,161608819.40455
232,2022-04-27 19:15:00,49584000.0,49615000.0,49545000.0,49614000.0,7.92349276,392923726.7605
233,2022-04-27 19:20:00,49613000.0,49700000.0,49613000.0,49671000.0,5.59408732,277791317.06504
234,2022-04-27 19:25:00,49663000.0,49682000.0,49614000.0,49681000.0,5.61256754,278710713.07789
235,2022-04-27 19:30:00,49681000.0,49700000.0,49670000.0,49671000.0,5.2085868,258772055.86524
236,2022-04-27 19:35:00,49672000.0,49753000.0,49665000.0,49712000.0,7.91817223,393621012.56629
237,2022-04-27 19:40:00,49712000.0,49737000.0,49696000.0,49737000.0,8.28340313,411795825.4887
238,2022-04-27 19:45:00,49737000.0,49750000.0,49619000.0,49620000.0,12.57364912,624540444.83756
239,2022-04-27 19:50:00,49620000.0,49704000.0,49619000.0,49700000.0,5.29111369,262791692.93763
240,2022-04-27 19:55:00,49701000.0,49704000.0,49685000.0,49694000.0,7.11115932,353414674.01772
241,2022-04-27 20:00:00,49703000.0,49745000.0,49694000.0,49700000.0,5.39581996,268294167.67472
242,2022-04-27 20:05:00,49700000.0,49727000.0,49619000.0,49637000.0,7.90910067,392857241.12105
243,2022-04-27 20:10:00,49619000.0,49654000.0,49548000.0,49549000.0,10.02668628,497393107.27924
244,2022-04-27 20:15:00,49550000.0,49574000.0,49498000.0,49500000.0,17.58199795,870756495.38059
245,2022-04-27 20:20:00,49500000.0,49522000.0,49323000.0,49359000.0,15.32370932,756920459.92897
246,2022-04-27 20:25:00,49360000.0,49385000.0,49250000.0,49317000.0,16.84671635,830538038.00356
247,2022-04-27 20:30:00,49317000.0,49531000.0,49296000.0,49475000.0,14.85070905,734511344.19356
248,2022-04-27 20:35:00,49508000.0,49520000.0,49454000.0,49460000.0,9.54238241,472093750.08959
249,2022-04-27 20:40:00,49455000.0,49491000.0,49411000.0,49452000.0,11.64474981,575872284.02639
250,2022-04-27 20:45:00,49452000.0,49500000.0,49452000.0,49476000.0,6.80843651,336855548.02626
251,2022-04-27 20:50:00,49475000.0,49476000.0,49395000.0,49449000.0,7.96935855,393999317.95423
252,2022-04-27 20:55:00,49454000.0,49630000.0,49428000.0,49564000.0,20.20111343,1000035208.88154
253,2022-04-27 21:00:00,49565000.0,49680000.0,49521000.0,49680000.0,14.55177722,721919444.64809
254,2022-04-27 21:05:00,49680000.0,49712000.0,49655000.0,49701000.0,12.38414618,615390611.93845
255,2022-04-27 21:10:00,49705000.0,49705000.0,49669000.0,49678000.0,6.58879201,327396656.3877
256,2022-04-27 21:15:00,49678000.0,49679000.0,49513000.0,49531000.0,11.61135397,576050617.63284
257,2022-04-27 21:20:00,49565000.0,49602000.0,49468000.0,49526000.0,10.79909513,534890997.18001
258,2022-04-27 21:25:00,49526000.0,49700000.0,49524000.0,49686000.0,7.34437943,364494758.2507
259,2022-04-27 21:30:00,49686000.0,49699000.0,49540000.0,49614000.0,9.07773508,450597300.03166
260,2022-04-27 21:35:00,49614000.0,49614000.0,49468000.0,49536000.0,7.58749716,375945506.67496
261,2022-04-27 21:40:00,49556000.0,49573000.0,49537000.0,49540000.0,4.36175139,216158825.01064
262,2022-04-27 21:45:00,49540000.0,49598000.0,49491000.0,49500000.0,7.29958551,361571476.09822
263,2022-04-27 21:50:00,49500000.0,49562000.0,49499000.0,49550000.0,7.19834046,356444745.1726
264,2022-04-27 21:55:00,49515000.0,49550000.0,49491000.0,49491000.0,8.26835644,409357256.26403
265,2022-04-27 22:00:00,49498000.0,49554000.0,49491000.0,49549000.0,6.55853387,324883133.27377
266,2022-04-27 22:05:00,49549000.0,49553000.0,49411000.0,49436000.0,8.23226666,407183988.82971
